keyword,url,date
건강,https://www.teamblind.com/kr/post/39%EC%82%B4-%EB%85%B8%EC%B4%9D%EA%B0%81-%EA%B5%AD%EA%B2%B0-%EB%95%A1%EA%B8%B0%EB%8A%94%EB%8D%B0-%EB%8C%80%ED%98%95%EC%97%85%EC%B2%B4-%EC%97%86%EC%9D%8C-tZdYcRbQ,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EA%B1%B4%EA%B0%95%EA%B2%80%EC%A7%84-%ED%96%88%EB%8A%94%EB%8D%B0-%EB%A7%9D%ED%95%9C%EA%B1%B0%EC%A7%80-50OeDfCW,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/mri%EB%9E%91-ctl-mri-%EC%B0%A8%EC%9D%B4-VyhrBpgZ,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9D%B8%EA%B8%B0%EA%B8%80%EC%97%90-%EB%82%A8%EC%9E%90%EB%8A%94-%EB%8A%99%EC%96%B4%EB%8F%84-%EC%83%9D%EC%8B%9D%EB%8A%A5%EB%A0%A5-%EA%B4%9C%EC%B0%AE%EB%8B%A4%EB%8A%94-%EA%B8%80-%EC%99%9C%EC%9D%B4%EB%A6%AC-%EB%A7%8E%EC%9D%8C-aaFduA2q,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9A%94%EC%A6%98-%EC%84%B8%EC%83%81%EC%97%94-%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%ED%95%9C-%EC%82%AC%EB%9E%8C%EC%9D%B4-rK4GFKAO,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EA%B7%B8%EB%83%A5-%EA%B1%B4%EA%B0%95%ED%95%98%EA%B3%A0-%EB%8F%88-%EC%9E%98%EB%B2%8C%EA%B3%A0-%EA%B0%80%EC%A1%B1%EC%9D%B4%EB%9E%91-%EC%A6%90%EA%B2%81%EA%B2%8C-%EC%82%AC%EB%8A%94%EA%B1%B0-o63gjSUF,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9E%90%EC%B7%A8%EB%9F%AC%EB%93%A4-%ED%8F%89%EC%9D%BC%EC%A0%80%EB%85%81-%EC%96%B4%EB%96%BB%EA%B2%8C-%ED%95%B4%EB%A8%B9%EC%96%B4%EC%9A%A9-PrVPWViD,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%88%A0-%EB%8B%B4%EB%B0%B0-%EC%95%88%ED%95%98%EA%B3%A0-%EC%9A%B4%EB%8F%99-%EB%84%88%EB%AC%B4-%EC%97%B4%EC%8B%AC%ED%9E%88%ED%95%B4%EB%8F%84-%EC%A0%95%EC%8B%A0%EC%9D%B4%EC%83%81%ED%95%9C%EB%93%AF-ouFmE5qi,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9A%B4%EB%8F%99%ED%95%98%EB%8A%94-%EC%9D%B4%EC%9C%A0-HSh1SF3A,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%99%B8%EB%AA%A8%EA%B0%80-%EB%B6%80%EB%AA%A8-%ED%95%9C-%EC%AA%BD-%ED%8C%90%EB%B0%95%EC%9D%B4%EB%A9%B4-%EB%8B%A4%EB%A5%B8-%EB%B6%80%EB%B6%84%EB%8F%84-%EA%B7%B8-%EC%AA%BD-%EB%8B%AE%EC%9D%84-%EA%B2%BD%ED%96%A5%EC%84%B1%EC%9D%B4-%ED%81%B4%EA%B9%8C-6W06yX7j,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9D%98%EB%A3%8C%EA%B0%9C%ED%98%81%EC%9D%84-%EB%B6%84%EC%84%9D%ED%95%B4%EB%B3%B4%EC%9E%90-TB6epApt,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%A2%80-%EB%8D%94%EB%9F%AC%EC%9A%B4-%EB%B0%A9%EB%B2%95%EC%9D%B4%EA%B8%B4-%ED%95%9C%EB%8D%B0-%EB%8B%B9%EB%87%A8-%ED%8C%90%EB%B3%84%EB%B2%95-SmiDMB6D,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/2030-%EB%93%B1%EC%82%B0-%EB%8B%A4%EB%8B%90-%EC%82%AC%EB%9E%8C-KV3zstvM,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%8B%A0%EC%95%99-%EC%A3%BC%EC%A0%9C%EB%B3%84-%EC%A0%95%EB%A6%AC-1---%EC%8B%AD%EC%9D%BC%EC%A1%B0-DpXPVre3,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EA%B5%90%EB%8C%80%EB%9B%B0%EB%8A%94-%EC%95%A0%EB%93%A4%EC%95%84-snBaSu2h,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/1%EB%85%84%EB%A7%8C%EC%97%90-yzYsYh6O,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%ED%95%A9%EC%9D%98%EA%B8%88-%EC%96%B4%EB%96%A1%ED%95%A0%EA%B9%8C-kuJRkwK4,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%ED%95%98%EB%8A%94%EB%8D%B0-%EB%8F%88%EC%9D%B4-%EB%8D%94-%EB%93%9C%EB%8A%94-%EB%8A%90%EB%82%8C%EC%9D%B4%EC%95%BC-B03TQe14,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EB%B2%84%EA%B1%B0%ED%82%B9-%EC%99%80%ED%8D%BC%EC%84%B8%ED%8A%B8-%EA%B1%B4%EA%B0%95%ED%95%98%EA%B2%8C-%EB%A8%B9%EB%8A%94-%EB%B0%A9%EB%B2%95-%EC%97%86%EB%82%98%EC%9A%94-qSmPnEQ0,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%ED%95%84%EB%9D%BC%ED%85%8C%EC%8A%A4%ED%95%98%EA%B3%A0-%EC%9E%90%EC%84%B8%EA%B0%80-%ED%8E%B4%EC%A0%B8%EC%84%9C-%ED%82%A4%EA%B0%80-%ED%81%AC%EA%B2%8C-%EB%82%98%EC%98%AC%EC%88%98-%EC%9E%87%EB%82%98-tfP3kUmJ,"작성시간
어제"
건강,https://www.teamblind.com/kr/post/%EC%9D%B8%EC%83%9D%EC%9D%80-%EA%B8%B8%EA%B2%8C-%EB%B4%90%EC%95%BC-%ED%95%98%EB%8A%94%EA%B2%83%EA%B0%99%EC%95%84-mubAa4Hi,"작성시간
어제"
